paper,scope,theme,dimension,dimension2,hexcode,markers,sub_Markers,hashtag
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,natural resource management,practice,C2A2CD,withdrawal of water for agricultural as a percentage of total freshwater withdrawal,irrigation intensity and water requirement ratios of different coprs,"water_use, crop"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,natural resource management,practice,C2A2CD,withdrawal of water for agricultural as a percentage of total freshwater withdrawal,number of irrigation actually provided by farmers in season (on an average in an area),water_use
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,natural resource management,practice,C2A2CD,withdrawal of water for agricultural as a percentage of total freshwater withdrawal,estimates for per capita water consumption by humans and animal,water_use
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,natural resource management,practice,C2A2CD,change (percentage) in soil loss from watersheds,area that has become uncultivable or has witnessed sustantially reduced yields due to soil erosion and total area of watershed,"land, production, soil"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,land policy and administration,practice,CAA1A9,percentage of land area inventoried,total land area and total registered land area,land
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,land policy and administration,practice,CAA1A9,percentage of land area for which there is a legally recognized form of land tenure,total land area and area over which holders have a well-defined right to access and use,"land, policy"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,land policy and administration,practice,CAA1A9,share (percentage) of land over which there are disputes,thtao area under dispute on a precise reference date; total land area at that date,"land, dispute"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,land policy and administration,practice,CAA1A9,percentage of agricultural households that have legally recognized rights to land,information on land tenure,"land, policy"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",environment,CAA1A9,area of forest under sustainable forest management (hectares),"area with forest certification, area with forest management plan. local (documented) knowledge, time series if available","knowledge, forestry"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",environment,CAA1A9,proportion (percentage) of land area covered by forest,"area of forest, land area","land, forestry"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",environment,B17D90,rate of deforestation,"information on area under forest cover, area reforested (additions to forest stock) and deforestation (deletion from forest stock) during the year","land, forestry, conservation"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,natural resource management,environment,B17D90,change (percentage) of farm I and under risk of flood/drought,time series of information on drought/flood-prone areas of farm land and total farm land area,"land, climate"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,crops(inputs and services related to annual and perennial crop production),science,B17D90,"indicators of access, use and satisfaction with respect to service related to sustainable crop production practice, technologies and inputs",percentage of farmers who applied /purchased the recommended package of inputs last season,"knowledge, farm_management, social_service"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,crops(inputs and services related to annual and perennial crop production),science,B17D90,"indicators of access, use and satisfaction with respect to service related to sustainable crop production practice, technologies and inputs",percentage of farmers who adopted sustainable crop practices in their farms,"knowledge, farm_management"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,crops(inputs and services related to annual and perennial crop production),science,B17D90,change(percentage) in yields of major crops of the country,crops covered by a specific programme,"crop, farm_management"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,crops(inputs and services related to annual and perennial crop production),science,B17D90,yield gap between farmers' yields and on-station yields for major crops of the country,yield expected to be achieved at farmers'field with recommended package of inputs and actual yield as estimated through the agricultural statistics system,"crop, production"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,fisheries and aquaculture,science,B17D90,capture fish production as a percentage of fish stock (or a rating of the state of major capture fish stocks relevant to exports and local food),scientific estimates of fish stocks and exploitation rates or perceptions/assessment of community of fishers on increasing or decreasing fish stock,"aquaculture, food_market"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,acrucultural research and extension,science,B17D90,"indicators of access, use satisfaction with research and extension advice",percentage of farmers having knowledge of a specific technology being disseminated by extension system,"knowledge,education, social_service"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,acrucultural research and extension,science,724E5C,"indicators of access, use satisfaction with research and extension advice",percentage of farmers trying the specific technology advice from extension systems on their farms,"knowledge, farm_management"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,acrucultural research and extension,science,724E5C,"indicators of access, use satisfaction with research and extension advice","percentage of farmers who were satisfied with the specific technological recommendations of the extension system and judged it beneficial, with or withour adaptation",knowledge
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,acrucultural research and extension,science,724E5C,public investment in agricultural research as a percentage of GDP from the agriculture sector,"budget allocations to agriculture research institutions, GDP for agriculture",public_investment
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,acrucultural research and extension,science,724E5C,"percentage change in yields resulting from improved practices, for major crops of the country",crop yield data for major crops,"production, crop"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,acrucultural research and extension,science,724E5C,change in farmer income as a result of new technologies (by gender),"yeild before and after introduction of new technology, price of outputs, distribution of agricultural land, area dedicated to new technology","production, land, knowledge"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,community-based rural development,science,724E5C,"indicators of access, use, satisfaction with respect to services provided by community-based rural development of organizations",percentage of members of community/ producer associations reporting increased production or profits as a result of membership,"production, social_service"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,natural resource management,science,4D4459,proportion (percentage) of land area formally established as protected area,information on land area of formally protected areas; total land area of the country or project area,"land, conservation"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,crops(inputs and services related to annual and perennial crop production),science,,"indicators of access, use and satisfaction with respect to service related to sustainable crop production practice, technologies and inputs",percentage of small-scale farmers who know about sustainable crop production practices,"knowledge, farm_management"
